video_id,title,publish_time,views,likes,comments,like_to_view_ratio,year
OQM9x6E3ojo,How to Lie with Data | Biased Data Collection,2025-04-29 12:00:46+00:00,1818,73,9,0.0401540154015401,2025
z39SB95JbDo,How to Lie with Data | Correlations,2025-04-22 12:01:50+00:00,2822,122,13,0.0432317505315379,2025
W5CQb7klLCs,How to Lie with Data | Cherry Picking Data,2025-04-15 12:00:53+00:00,3418,146,8,0.0427150380339379,2025
xb5-UX-jYw0,How to Lie with Data | Averages,2025-04-08 12:01:32+00:00,3903,207,14,0.0530361260568793,2025
V3ouFOBQP0k,How to Lie with Data | Percentages and Baseline Numbers,2025-04-01 12:00:46+00:00,4099,205,9,0.0500121980970968,2025
oi9W142ELN0,1 Million YouTube Play Button Unboxing!,2025-03-25 12:01:10+00:00,2842,227,78,0.0798733286418015,2025
5n52mlp9Ym0,Maven Analytics + Analyst Builder Lifetime Access (Ends March 31st),2025-03-24 12:00:07+00:00,8067,248,40,0.0307425313003594,2025
hgp91KvbJV4,How to Lie with Data | Misleading Graphs,2025-03-18 12:01:07+00:00,4919,272,23,0.0552957918276072,2025
1ql4kNv0_qY,Where to find the Best Healthcare Data,2025-03-11 12:00:02+00:00,6647,367,23,0.0552128779900707,2025
r5512UY3MTc,1 Million Subscriber Livestream!! Giveaways + Chat,2025-03-05 17:07:10+00:00,9924,675,68,0.0680169286577992,2025
XuOcmjIbFGg,"Taking a look at Real Healthcare Data | ICD11, CPT, HCPCS, Claims",2025-03-04 13:00:44+00:00,7573,369,27,0.0487257361679651,2025
Ka2mDrKEAhg,How to Become a Healthcare Analyst in 2025,2025-02-25 13:00:21+00:00,22472,1157,78,0.0514862940548237,2025
k8nBWL6K884,What is Healthcare Analytics?,2025-02-18 13:01:11+00:00,23261,1217,74,0.0523193327887881,2025
WpX2F2BS3Qc,What is Data Cleaning? | Data Fundamentals for Beginners,2025-02-11 13:00:47+00:00,16754,646,25,0.0385579563089411,2025
cd_jj0IRmaA,What is Data Collection? | Data Fundamentals for Beginners,2025-02-04 13:00:52+00:00,10371,450,14,0.0433902227364767,2025
OcG0B4ny1cE,What are File Types? | Data Fundamentals for Beginners,2025-01-28 13:00:34+00:00,7819,317,9,0.0405422688323315,2025
hXpt8zj_ajc,What are Data Types? | Data Fundamentals for Beginners,2025-01-21 13:00:55+00:00,8835,375,18,0.0424448217317487,2025
ItZlTixh6Bs,What are KPIs and Metrics? | Data Fundamental for Beginners,2025-01-14 13:00:34+00:00,14972,800,31,0.0534330750734704,2025
PEWMgtu-1e4,What is Data? | Data Fundamentals for Beginners,2025-01-07 13:00:35+00:00,14895,761,32,0.0510909701242027,2025
hCmEfxy-BXg,Is Big Tech Overrated in 2025? | Alex The Analyst Show Episode 28,2024-12-31 13:01:01+00:00,8594,296,67,0.0344426343960902,2024
TtCBz1lutsY,Most Commonly Asked Questions by Aspiring Data Analysts,2024-12-24 13:00:39+00:00,14367,704,36,0.0490011832672095,2024
Ihmq-qeA5Pc,My Career Progression 7+ Years | Recreational Therapist to Data Analyst | Alex The Analyst Show 27,2024-12-17 13:30:12+00:00,8205,366,123,0.0446069469835466,2024
wQQR60KtnFY,"Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure",2024-12-10 05:00:49+00:00,465425,21339,751,0.0458484181124778,2024
oHte3qFa-oY,"Learn AWS for Analytics in Under 2 Hours | S3, Athena, Glue, Glue DataBrew, Quicksight",2024-12-03 13:00:56+00:00,17218,570,36,0.0331048902311534,2024
P7p2OZj9ewU,"Learn Azure for Analytics in Under 90 Minutes | Azure Synapse Analytics, SQL Databases, ADF + More",2024-11-26 13:00:27+00:00,13319,336,22,0.0252271191530895,2024
I0vQ_VLZTWg,"Learn Power BI in Under 3 Hours | Formatting, Visualizations, Dashboards + Full Project",2024-11-19 13:00:31+00:00,212481,3803,143,0.017898070886338,2024
tnz72ywhCoo,Coding with R and AI Now on Analyst Builder!,2024-11-12 13:01:10+00:00,5733,182,16,0.0317460317460317,2024
j8FSP8XuFyk,"Learn Tableau in Under 2 hours | Dashboards, Relationships, Visualizations + Mini Project",2024-11-05 13:01:16+00:00,83871,1683,61,0.020066530743642,2024
zXnQNytHCPM,"Learn Excel in Under 3 Hours | Pivot Tables, Lookups, Data Cleaning",2024-10-29 12:01:19+00:00,55526,1488,67,0.0267982566725497,2024
osA1QpBcxRs,Nobody cares... so just do it!,2024-10-24 12:17:57+00:00,17228,1753,58,0.1017529602971906,2024
Mdq1WWSdUtw,"Learn Pandas in Under 3 Hours | Filtering, Joins, Indexing, Data Cleaning, Visualizations",2024-10-22 12:00:28+00:00,53638,1388,46,0.0258771766285096,2024
CZt2BUpgjgw,Free Data Analyst Bootcamp 2024,2024-10-17 11:52:50+00:00,11014,964,39,0.0875249682222625,2024
t1fQBD4B7xk,"Learn Python in Under 3 Hours | Variables, For Loops, Web Scraping + Full Project",2024-10-15 12:01:10+00:00,41908,1233,41,0.029421590149852,2024
OT1RErkfLNQ,Learn SQL Beginner to Advanced in Under 4 Hours,2024-10-08 12:00:27+00:00,542472,13000,501,0.023964370511289,2024
rxyLC247h6E,AWS Quicksight | AWS Essentials,2024-10-01 12:00:58+00:00,17686,271,9,0.0153228542349881,2024
AycpRKyRagE,AWS Glue DataBrew and Glue | AWS Essentials,2024-09-24 12:00:16+00:00,8275,151,12,0.0182477341389728,2024
K2GfrERtliU,Amazon Athena in AWS | AWS Fundamentals,2024-09-17 12:00:24+00:00,12562,239,9,0.0190256328610093,2024
xmVyaT-RuVo,Alex Freberg and Ben Rogojan Livestream | Everything Data Analytics and Data Engineering,2024-09-11 03:20:13+00:00,5921,199,8,0.0336091876372234,2024
amb9bciHGSI,Landing a Data Job Course on Analyst Builder,2024-09-03 12:00:05+00:00,23792,823,96,0.0345914593140551,2024
hgaVi4sOHkM,S3 Storage in AWS | AWS Essentials,2024-08-27 12:00:47+00:00,9157,187,12,0.0204215354373703,2024
YSjbGET6R1A,AWS Setup and UI Walkthough | AWS,2024-08-20 12:00:41+00:00,10817,271,15,0.0250531570675788,2024
vDVcXXfc9e8,Getting Started in Azure Synapse Analytics | Azure Fundamentals,2024-08-13 12:01:05+00:00,23587,342,14,0.014499512443295,2024
Vg6ys_JvXzg,August Q/A Livestream! Come Ask Me Anything!,2024-08-09 15:17:26+00:00,5316,223,18,0.041948833709556,2024
sge9qTf8GdY,Getting Started in Azure Data Factory | Azure Fundamentals,2024-08-06 12:00:57+00:00,29110,473,24,0.0162487117828924,2024
9ur0OpMADuM,How to use Azure SQL Databases | Azure Fundamentals,2024-07-30 12:00:10+00:00,34694,631,21,0.0181875828673545,2024
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,2024-07-25 12:00:34+00:00,54380,1563,162,0.0287421846267009,2024
sEImMaovc1Q,Blob Storage and Storage Accounts in Azure | Azure Fundamentals,2024-07-23 12:01:00+00:00,11772,223,10,0.0189432551817872,2024
ZYps6TmBkWk,Azure Account Setup + $200 Free Credits | Azure Fundamentals,2024-07-16 12:00:38+00:00,20556,458,29,0.0222805993383926,2024
zv1nfZTYpio,Building a Fully Interactive Web App using Shiny for Python,2024-07-09 12:01:07+00:00,14138,368,23,0.0260291413212618,2024
rn0dSsYXhIE,Shiny for Python Components and Layouts | Customizing You Web App,2024-07-02 12:01:00+00:00,5831,168,12,0.0288115246098439,2024
siHou7lObbo,Shiny for Python Setup and Install | Deploying First Shiny App,2024-06-25 12:00:53+00:00,12882,316,36,0.0245303524297469,2024
wJiJXD7MVoY,Is the Economy on the Brink of a Recession? | Let's Look at the Data!,2024-06-18 12:00:06+00:00,13693,812,132,0.0593003724530782,2024
BzwAZ1k3WEY,Top 5 Most Common Excel Functions in Excel,2024-06-11 12:00:10+00:00,8737,375,9,0.0429209110678722,2024
5q2u8__sVhs,5 Awesome Excel Functions You've Probably Never Heard Of,2024-06-04 12:00:09+00:00,6215,237,17,0.0381335478680611,2024
UJbNEH0_nGY,How to Create Custom Functions in Excel | Lambda Functions,2024-05-28 12:00:23+00:00,7018,234,11,0.0333428327158734,2024
oz2K4HUNMW4,Top 5 Most Popular Functions In Microsoft Excel,2024-05-21 12:00:53+00:00,15918,451,27,0.0283327051137077,2024
Y-4ri9QjsTI,Infrastructure of Analyst Builder | Entire Tech Stack | Part 3,2024-05-14 12:00:28+00:00,5638,88,10,0.0156083717630365,2024
F5v2dRYU5IA,2 Hour Data Analyst Interview Masterclass | Interview Better Than The Competition,2024-05-07 15:16:53+00:00,101272,3205,77,0.0316474445058851,2024
_R6K1aNtKpE,Challenges of Creating Analyst Builder | Challenges of a Startup | Part 2,2024-05-07 12:00:30+00:00,2518,65,11,0.0258141382049245,2024
5tKmTdvEAVk,How We Started Analyst Builder | How We Created It | Part 1,2024-04-30 12:00:07+00:00,6696,213,35,0.0318100358422939,2024
QYd-RtK58VQ,MySQL Exploratory Data Analysis | Full Project,2024-04-23 12:00:21+00:00,117625,2815,133,0.0239319872476089,2024
c5ko0sedE7k,750k Subscriber Livestream! | Giveaways | Songs | Q/A,2024-04-18 18:35:41+00:00,5186,229,14,0.044157346702661,2024
4UltKCnnnTA,Data Cleaning in MySQL | Full Project,2024-04-16 12:00:05+00:00,280261,6177,885,0.0220401696989591,2024
BV5ckMNNvi4,How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26,2024-04-09 12:00:08+00:00,8949,283,84,0.0316236451000111,2024
QMUZ5HfWMRc,Triggers and Events in MySQL | Advanced MySQL Series,2024-04-02 12:00:19+00:00,101705,3368,129,0.0331153827245464,2024
7b8ViCqD9JM,How to give up on the job search fast,2024-03-27 12:19:35+00:00,27279,2063,30,0.0756259393672788,2024
7vnxpcqmqNQ,Stored Procedures in MySQL | Advanced MySQL Series,2024-03-26 12:00:12+00:00,107278,2075,72,0.0193422696172561,2024
uEk07jXdKOo,Temp Tables in MySQL | Advanced MySQL Series,2024-03-19 12:00:56+00:00,73210,1546,60,0.0211173336975822,2024
UC7uvOqcUTs,CTEs in MySQL | Advanced MySQL Series,2024-03-12 12:00:23+00:00,124427,2083,64,0.0167407395500976,2024
1KEbiqRWOkA,7 Mistakes to Avoid During Your Data Analyst Job Search,2024-03-05 13:00:01+00:00,19836,751,50,0.0378604557370437,2024
UOBTLzWY1vs,#DataAnalyst #AnalystBuilder #SQL,2024-03-01 13:43:29+00:00,21226,1490,17,0.0701969282954866,2024
8zOkBTs0yxs,Q/A Livestream | February Livestream | Ask Me Anything!,2024-02-29 17:10:18+00:00,5622,189,7,0.0336179295624333,2024
7NBt0V8ebGk,Window Functions in MySQL | Intermediate MySQL,2024-02-27 13:00:08+00:00,142961,3940,111,0.0275599639062401,2024
FGC0cCAgGu0,Twitter making me tear up over here ðŸ¥¹,2024-02-23 13:34:27+00:00,7225,303,12,0.0419377162629757,2024
Vj6RqA_X-IE,Subqueries in MySQL | Intermediate MySQL,2024-02-20 13:00:32+00:00,120130,1968,80,0.0163822525597269,2024
RYIiOG4LsvQ,Case Statements in MySQL | Intermediate MySQL,2024-02-13 13:00:19+00:00,108092,1916,95,0.0177256411205269,2024
5y7tLNPVJPA,We did our best,2024-02-08 13:59:09+00:00,6829,235,5,0.0344120661883145,2024
_nf56aMPdZE,"Microsoft Copilot Full Review | AI in Word, PowerPoint, Excel and More!",2024-02-06 13:00:35+00:00,85406,1028,51,0.012036625061471,2024
XbDRYzYUmMo,Top 5 Emerging Trends in 2024 | CareerFoundry Webinar,2024-01-30 17:30:05+00:00,13435,474,10,0.0352809825083736,2024
KRXSJb9ql1Y,String Functions in MySQL | Intermediate MySQL Series,2024-01-30 13:00:17+00:00,120343,2096,68,0.017416883408258,2024
iTQW_nDp938,Unions in MySQL | Intermediate MySQL,2024-01-23 13:00:41+00:00,115968,2117,75,0.0182550358719646,2024
lXQzD09BOH0,Joins in MySQL | Intermediate MySQL,2024-01-16 13:00:42+00:00,244440,3529,151,0.014437080674194,2024
xtC3212t4hI,Is my background in Data Analytics?,2024-01-15 14:22:09+00:00,28930,2003,29,0.0692360871068095,2024
KZKizyBS9YM,Solving VERY HARD SQL Interview Questions on Analyst Builder,2024-01-11 13:00:16+00:00,21826,550,22,0.0251993035828828,2024
I0_ca6iyo6w,Solving HARD SQL Interview Questions on Analyst Builder,2024-01-09 13:00:24+00:00,29251,600,36,0.0205121192437865,2024
GZS7AgQ4Ksg,Hard Skills vs Soft Skills,2024-01-08 13:06:02+00:00,14570,1017,7,0.0698009608785175,2024
fT-8mRf_-Hk,Solving Medium SQL Interview Questions on Analyst Builder,2024-01-04 13:00:28+00:00,31910,717,48,0.0224694453149482,2024
ZHaYOC0H5KE,Solving Easy SQL Interview Questions on Analyst Builder,2024-01-02 13:00:25+00:00,57591,1302,58,0.0226076991196541,2024
K0-8G3DgjA4,How I Would Become a Data Analyst if I had to Start Over in 2024 | 6 Month Plan,2023-12-26 13:00:10+00:00,404857,16071,492,0.0396954974225467,2023
ZnAydTqCtFU,Limit + Aliasing in MySQL | MySQL Beginner Series,2023-12-19 13:00:24+00:00,124833,2379,82,0.0190574607675854,2023
qPOmj22QX04,Practice SQL and Python right on your Phone!,2023-12-13 16:12:42+00:00,9637,629,20,0.0652692746705406,2023
XD1ul5fpnGI,Analyst Builder Full Launch! | The Learning Platform Built for Data Analysts,2023-12-12 13:00:21+00:00,24770,1021,110,0.0412192167945094,2023
kifhSqep9UM,Analyst Builder Full Launch LiveStream | 20% Off Code & Giveaways,2023-12-11 19:04:05+00:00,12004,475,14,0.0395701432855714,2023
dCNjUOc1cBY,Having vs Where in MySQL | Beginner MySQL Series,2023-12-05 13:00:35+00:00,146357,2612,45,0.0178467719343796,2023
lEjmgE-hogg,#Excel is Frustrating,2023-11-29 18:00:02+00:00,12134,788,10,0.0649414867314982,2023
qxj3dx0c7RM,7 Mistakes to Avoid in Your Data Analytics Job Search | CareerFoundry Webinar,2023-11-28 17:36:39+00:00,14240,433,11,0.0304073033707865,2023
zgYqUP_PhQo,Group By + Order By in MySQL | Beginner MySQL Series,2023-11-28 13:00:57+00:00,196094,3417,79,0.0174253164298754,2023
MARn_mssG4A,Where Clause in MySQL | Beginner MySQL Series,2023-11-21 13:00:24+00:00,213268,3432,119,0.0160924283061687,2023
TGAUZQJaQbQ,Why Data Analysts Hate Using Excel,2023-11-14 13:00:21+00:00,25967,971,143,0.0373936149728501,2023
HYD8KjPB9F8,Select Statement in MySQL | Beginner MySQL Series,2023-11-07 13:00:11+00:00,333940,4219,150,0.0126340061088818,2023
wgRwITQHszU,Installing MySQL and Creating Databases | MySQL for Beginners,2023-10-31 12:00:54+00:00,973512,12645,1324,0.0129890540640485,2023
1LG65qXfeQY,Python Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-10-26 16:30:05+00:00,26495,992,12,0.0374410266087941,2023
QzLz-W29Tww,How to Start a Data YouTube Channel,2023-10-24 12:00:30+00:00,9660,433,47,0.0448240165631469,2023
ukIUVW2E-n0,600k Livestream! | Analyst Builder Giveaways | Songs | My Mom is Joining!,2023-10-20 16:18:10+00:00,5154,237,11,0.0459837019790454,2023
aofB2t5o2ao,Consulting and Freelancing in Data Analytics | ATA Show: Episode 25,2023-10-17 12:00:04+00:00,19041,711,257,0.0373404758153458,2023
-DwpkgtJjGw,Data Analyst vs Business Analyst,2023-10-13 13:37:21+00:00,123150,6707,47,0.0544620381648396,2023
h4KTy2wxYcQ,First Look at Analyst Builder! | The All-in-One Platform for Data Analysts | Beta Launch Coming Soon,2023-10-10 12:00:36+00:00,32278,855,212,0.0264886300266435,2023
LaRXtE4OG9A,#DataAnalysis #DataAnalyst #DataRealities,2023-10-09 12:11:16+00:00,28710,1750,25,0.0609543712991988,2023
J0PcCv9f4JQ,#DataAnalyst #DataCareers #DataAnalysis,2023-10-05 12:13:45+00:00,17170,1296,32,0.0754804892253931,2023
_DGn-7134i0,"Data Analyst vs Data Engineer | Responsibilities, Salaries, Skills, Education",2023-10-03 12:00:26+00:00,37309,805,43,0.0215765632957195,2023
EflE8U30pBo,Data Analyst Q/A Livestream | September Livestream | Ask Me Anything!,2023-09-28 16:09:03+00:00,8993,284,21,0.031580117869454,2023
j_sHaBJEHMk,#Salary #DataAnalyst #SalaryNegotiation,2023-09-28 12:37:36+00:00,13987,963,7,0.0688496460999499,2023
xuyKzpJ2SaY,AI and Analytics with SAS | SAS Explore Recap,2023-09-26 12:00:49+00:00,22483,496,31,0.022061112840813,2023
D0mEy6bJ2lA,My Very First Video,2023-09-25 13:13:18+00:00,9281,499,29,0.0537657580002154,2023
GaoAc3-hScQ,#DataAnalyst #CareerPath,2023-09-22 11:45:01+00:00,59279,3937,28,0.0664147505862109,2023
bxIF9X9k2IE,"Data Analyst vs Data Scientist | Responsibilities, Salaries, Skills, Education",2023-09-19 12:00:34+00:00,47448,1165,54,0.0245531950767155,2023
z_xWpa88R0A,#Excel #DataAnalyst #DataAnalysis,2023-09-18 11:38:11+00:00,16154,1239,20,0.0766992695307663,2023
7PoZBuIUnEU,"Data Analyst vs Business Analyst | Responsibilities, Salaries, Skills, Education",2023-09-12 12:00:07+00:00,47006,1639,101,0.0348678892056333,2023
fq1-e-GbihE,#DataAnalysis #DataAnalyst,2023-09-07 11:57:32+00:00,20637,1483,23,0.071861220138586,2023
Xkb6h3YXl_c,Hard Skills vs Soft Skills in the Data World | Which is More Important?,2023-09-05 12:00:34+00:00,15647,699,30,0.044673100274813,2023
qDprq7Xbrqw,"Entry Level vs Mid Level vs Senior Level Data Analyst | Responsibilities, Salary, Education, Skills",2023-08-29 04:00:33+00:00,44815,1937,112,0.0432221354457213,2023
UOHxb9ndpMM,#DataAnalyst #DataAnalysis #Promotion,2023-08-28 11:53:52+00:00,10810,632,10,0.0584643848288621,2023
_h_A_n8Z9QQ,#DataAnalyst #DataAnalysis,2023-08-24 11:53:05+00:00,20679,1393,54,0.0673630252913583,2023
_oCUSMX4_3k,Regular Expression Use Cases in Python,2023-08-22 12:00:35+00:00,10992,264,21,0.0240174672489082,2023
OnS01G8W6nw,Data Analyst Q/A Livestream | August Livestream | Ask Me Anything!,2023-08-18 14:23:24+00:00,8501,323,25,0.0379955299376543,2023
ugkyfUTc6AU,#DataAnalystSalary #DataAnalysis,2023-08-17 12:35:34+00:00,46819,3410,49,0.0728336786347423,2023
eON-PNPae8Y,How to Work with Recruiters on LinkedIn,2023-08-15 12:00:34+00:00,47406,2280,86,0.0480951778255916,2023
41nX2ZgGzcE,#dataanalysis #dataportfolio,2023-08-14 12:12:00+00:00,34272,2915,25,0.0850548552754435,2023
Le35Qsgs2lM,#wife #careerchange #dataanalysis,2023-08-11 13:13:22+00:00,20763,1938,52,0.0933391128449646,2023
nufF-juSZxU,LINK: https://www.youtube.com/playlist?list=PLUaB-1hjhk8FE_XZ87vPPSfHqb6OcM0cF,2023-08-09 13:11:45+00:00,7977,747,44,0.093644227153065,2023
9NB5u17qiDY,Regular Expression Character Classes in Python,2023-08-08 12:00:05+00:00,13514,231,13,0.017093384638153,2023
YDvJqgBv0Uc,#Recruiters #dataanalysis #data,2023-08-03 11:56:30+00:00,16803,1150,24,0.0684401594953282,2023
j6A28L6Tmxw,Regular Expression Metacharacters in Python,2023-08-01 12:00:26+00:00,11966,293,9,0.0244860437907404,2023
W_s4c1vLGXM,How much do Data Analysts make? #dataanalyst #dataanalystsalary,2023-07-31 13:07:06+00:00,21767,837,45,0.0384527036339412,2023
DWte9zjGl0I,Do you need to learn SQL if you can do everything in Python?  #Python #dataanalysis #SQL,2023-07-28 12:48:19+00:00,56926,3203,47,0.0562660295822647,2023
EzeeypMKx7o,Regular Expression Methods in Python,2023-07-25 12:00:19+00:00,20400,423,14,0.020735294117647,2023
OISvlkfbntY,What are Hiring Managers Looking For? | Nail the Interview Process!,2023-07-18 12:00:17+00:00,40667,1483,73,0.0364669142056212,2023
8dTpNajxaH0,Scraping Data from a Real Website | Web Scraping in Python,2023-07-11 12:00:07+00:00,633779,11290,438,0.0178137805133966,2023
oreAsJTNcsA,SQL Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-07-06 17:20:05+00:00,234744,6597,120,0.0281029547081075,2023
xjA1HjvmoMY,Find and Find_All | Web Scraping in Python,2023-07-04 12:00:49+00:00,85573,2181,40,0.0254870110899465,2023
LO7hzmoHEIE,500k Livestream!!,2023-06-28 17:11:25+00:00,6280,383,24,0.0609872611464968,2023
bargNl2WeN4,BeautifulSoup + Requests | Web Scraping in Python,2023-06-27 12:00:28+00:00,204616,3613,75,0.0176574656918325,2023
q-kbzWjyPak,Inspecting Web Pages with HTML | Web Scraping in Python,2023-06-20 12:00:43+00:00,82572,2024,39,0.0245119410938332,2023
PExdWWcxmro,Best Places to Find Datasets for Your Projects,2023-06-13 12:00:16+00:00,211911,5307,96,0.0250435324263487,2023
Liv6eeb1VfE,Exploratory Data Analysis in Pandas | Python Pandas Tutorials,2023-06-06 12:00:14+00:00,182891,4124,234,0.0225489499209911,2023
fHK4nHbUtj0,Data Analyst Q/A Livestream | May Livestream | Ask Me Anything!,2023-05-30 16:34:20+00:00,10266,365,20,0.0355542567699201,2023
5l2d_Rv0odE,What is Microsoft Fabric? | New Data Analytics Platform!,2023-05-29 12:00:07+00:00,304691,5753,159,0.018881424131333,2023
bDhvCp3_lYw,Data Cleaning in Pandas | Python Pandas Tutorials,2023-05-23 12:30:17+00:00,408827,9748,460,0.0238438263617618,2023
IMU1V-JugKo,The Ultimate Data Analytics Career Plan for 2023 | CareerFoundry Webinar,2023-05-16 16:18:56+00:00,58985,1882,52,0.0319064168856488,2023
FpgkpjSyBOw,State of AI in Analytics | Will AI be the End of Data Analysts?,2023-05-15 12:30:11+00:00,46489,1380,377,0.0296844414807804,2023
6jtS3Hz19kc,Google Bard Got An Upgrade! + Google's New AI Announcements!,2023-05-12 12:15:00+00:00,33380,799,80,0.0239364889155182,2023
JpSMse3eVVg,Creating Visualizations using Pandas Library | Python Pandas Tutorials,2023-05-09 11:30:06+00:00,90555,1992,45,0.0219976809673679,2023
TPivN7tpdwc,Merging DataFrames in Pandas | Python Pandas Tutorials,2023-05-02 12:06:33+00:00,143968,3111,82,0.0216089686597021,2023
kky9MMydnOA,Data Analyst Q/A Livestream | April Livestream | Ask Me Anything!,2023-04-27 16:32:02+00:00,10320,338,27,0.0327519379844961,2023
2izXQUoXyjA,How to Integrate ChatGPT in Jupyter Notebooks for Free!,2023-04-25 11:30:01+00:00,64764,1243,59,0.0191927614106602,2023
zilfrWwbteQ,7 Ways to Use ChatGPT for Analytics | Webinar,2023-04-18 16:18:50+00:00,39317,1079,31,0.027443599460793,2023
PJINexERxOs,Google Business Intelligence Professional Certification Review,2023-04-18 11:30:08+00:00,46245,1257,74,0.0271813168991242,2023
gTf2GLEhKgA,Google Advanced Data Analytics Professional Certificate First Look | Is it Worth it?,2023-04-10 11:30:21+00:00,158817,4502,413,0.0283470913063462,2023
VRmXto2YA2I,Group By and Aggregate Functions in Pandas | Python Pandas Tutorials,2023-04-04 11:30:10+00:00,115357,2792,131,0.0242031259481435,2023
6yNsc7JVPJE,Top 5 Biggest Mistakes Beginner Data Analysts Make,2023-03-28 11:30:04+00:00,39710,1795,82,0.0452027197179551,2023
mBCG9J1TVTc,Indexes in Pandas | Python Pandas Tutorials,2023-03-21 11:30:30+00:00,73287,1655,51,0.0225824498205684,2023
WizLaDdsHUs,Create the Perfect Data Analyst Resume | Free Templates!,2023-03-14 11:30:10+00:00,228866,6263,249,0.0273653578950128,2023
kB7FV-ijdqE,Filtering Columns and Rows in Pandas | Python Pandas Tutorials,2023-03-07 12:30:30+00:00,118609,2464,67,0.0207741402423087,2023
dFA0E-6xT_M,Data Analyst Q/A Livestream | March Livestream | Ask Me Anything!,2023-03-02 16:27:46+00:00,11205,394,33,0.0351628737170905,2023
dUpyC40cF6Q,Reading in Files in Pandas | Python Pandas Tutorials,2023-02-28 12:30:18+00:00,241127,3924,116,0.0162735819713263,2023
gs0FNQR0njI,Building an Automated File Sorter in File Explorer using Python | Python Projects for Beginners,2023-02-21 12:32:29+00:00,79151,1742,94,0.0220085659056739,2023
C75TROiiEa0,ChatGPT for Data Analysts | Best Use Cases + Analyzing a Dataset,2023-02-14 12:30:08+00:00,448377,8312,221,0.0185379713946076,2023
rGx1QNdYzvs,FREE Data Analyst Bootcamp!!,2023-02-07 12:30:11+00:00,1948139,47084,1780,0.0241687066477289,2023
CUBfrdDwznQ,How to Become a Data Analyst in 2023 (Completely FREE!),2023-01-31 12:30:06+00:00,1334053,43954,1326,0.0329477164700353,2023
L-QnW_BZT3c,Live Portfolio Review with Alex the Analyst!  | Live Webinar,2023-01-25 17:14:49+00:00,17786,632,23,0.0355335657258517,2023
S76iS03nGis,DIY Data Analyst Curriculum using Udemy (Under $75),2023-01-24 12:30:13+00:00,41276,1474,121,0.0357108246923151,2023
RBEgsEVO3T8,Reviewing Maven Analytics Free Portfolio Website,2023-01-17 12:30:08+00:00,28202,818,49,0.0290050351038933,2023
gCG07l6Fu-U,5 Study Hacks for Beginner Data Analysts! | Live Webinar,2023-01-16 17:25:08+00:00,46604,1356,36,0.0290962149171744,2023
DXwFsxCtukg,DIY Data Analyst Curriculum using Coursera in 2023,2023-01-10 12:30:03+00:00,65166,3020,222,0.0463431850965227,2023
ey1VNjU0YbM,Building a BMI Calculator with Python | Python Projects for Beginners,2023-01-03 12:30:12+00:00,98002,1992,89,0.0203261157935552,2023
0MKcCHrTo0c,"Reading, Writing, and Appending Files in Python | Python for Beginners",2022-12-27 13:00:00+00:00,11316,313,13,0.0276599505125486,2022
bVJfQAe-UP4,Why I Quit my 125k Analytics Job,2022-12-20 12:00:33+00:00,158144,8712,858,0.0550890327802509,2022
_2OknmkngkQ,Data Analyst Q/A Livestream + Special Guest! | December Livestream,2022-12-17 14:16:05+00:00,5105,166,15,0.0325171400587659,2022
B63bN2cLVLM,Converting Data Types in Python | Python for Beginners,2022-12-13 12:00:06+00:00,57511,1521,40,0.0264471144650588,2022
zvzjaqMBEso,Functions in Python | Python for Beginners,2022-12-06 12:00:36+00:00,90393,2035,43,0.0225128051950925,2022
ECduJk00mUU,While Loops in Python | Python for Beginners,2022-11-29 12:00:07+00:00,89113,2182,35,0.0244857652643273,2022
zmIdC0_0BgY,For Loops in Python | Python for Beginners,2022-11-22 12:00:48+00:00,82507,1836,32,0.0222526573502854,2022
eP8-mo5jRrY,Data Analyst Q/A Livestream | November Livestream,2022-11-16 02:06:22+00:00,6308,199,18,0.0315472415979708,2022
